hum,suhu,jarak,beda,status
53.00,24.60,29.00,0.02,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,28.99,-0.02,normal
54.00,24.60,29.00,0.02,normal
54.00,24.60,29.00,0.00,normal
54.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
52.00,24.60,29.00,0.00,normal
52.00,24.60,29.00,0.00,normal
52.00,24.60,29.00,0.00,normal
52.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,28.99,-0.02,normal
53.00,24.60,29.00,0.02,normal
53.00,24.60,29.00,0.00,normal
52.00,24.60,29.00,0.00,normal
52.00,24.60,29.00,0.00,normal
51.00,24.50,29.00,0.00,normal
51.00,24.50,29.00,0.00,normal
51.00,24.50,29.00,0.00,normal
51.00,24.50,29.00,0.00,normal
51.00,24.50,29.00,0.00,normal
51.00,24.50,29.00,0.00,normal
51.00,24.50,29.00,0.00,normal
52.00,24.50,29.00,0.00,normal
52.00,24.50,29.00,0.00,normal
53.00,24.50,29.00,0.00,normal
53.00,24.50,29.00,0.00,normal
54.00,24.50,29.00,0.00,normal
55.00,24.50,29.55,0.54,normal
55.00,24.50,28.99,-0.56,normal
55.00,24.50,29.00,0.02,normal
55.00,24.50,29.00,0.00,normal
54.00,24.50,29.00,0.00,normal
54.00,24.50,29.00,0.00,normal
53.00,24.50,28.99,-0.02,normal
53.00,24.50,29.00,0.02,normal
53.00,24.50,29.00,0.00,normal
53.00,24.50,29.00,0.00,normal
53.00,24.50,29.00,0.00,normal
53.00,24.50,29.02,0.02,normal
53.00,24.50,28.99,-0.03,normal
53.00,24.50,29.00,0.02,normal
53.00,24.50,29.00,0.00,normal
53.00,24.50,29.00,0.00,normal
53.00,24.50,29.00,0.00,normal
54.00,24.50,29.00,0.00,normal
54.00,24.50,29.00,0.00,normal
54.00,24.50,29.53,0.53,normal
54.00,24.50,29.00,-0.53,normal
54.00,24.50,29.00,0.00,normal
54.00,24.50,29.00,0.00,normal
53.00,24.50,29.02,0.02,normal
53.00,24.50,29.55,0.53,normal
53.00,24.50,29.00,-0.54,normal
53.00,24.50,29.00,0.00,normal
53.00,24.50,28.99,-0.02,normal
53.00,24.50,29.00,0.02,normal
53.00,24.50,29.00,0.00,normal
53.00,24.50,29.00,0.00,normal
53.00,24.50,29.00,0.00,normal
53.00,24.50,29.00,0.00,normal
52.00,24.50,29.00,0.00,normal
52.00,24.50,29.00,0.00,normal
52.00,24.50,29.00,0.00,normal
52.00,24.50,29.00,0.00,normal
53.00,24.40,29.00,0.00,normal
53.00,24.40,28.99,-0.02,normal
54.00,24.40,29.00,0.02,normal
54.00,24.40,29.00,0.00,normal
54.00,24.40,29.00,0.00,normal
54.00,24.40,29.00,0.00,normal
54.00,24.40,29.00,0.00,normal
54.00,24.40,29.00,0.00,normal
54.00,24.40,29.00,0.00,normal
54.00,24.40,29.00,0.00,normal
54.00,24.40,29.00,0.00,normal
53.00,24.40,29.00,0.00,normal
53.00,24.40,29.55,0.54,normal
53.00,24.40,29.53,-0.02,normal
53.00,24.40,29.00,-0.53,normal
53.00,24.40,29.00,0.00,normal
53.00,24.40,29.00,0.00,normal
53.00,24.40,29.00,0.00,normal
53.00,24.40,29.00,0.00,normal
53.00,24.40,29.55,0.54,normal
53.00,24.40,29.00,-0.54,normal
53.00,24.40,29.55,0.54,normal
53.00,24.40,28.99,-0.56,normal
53.00,24.40,29.00,0.02,normal
54.00,24.40,28.99,-0.02,normal
54.00,24.40,29.00,0.02,normal
54.00,24.40,29.00,0.00,normal
54.00,24.40,29.55,0.54,normal
54.00,24.40,29.00,-0.54,normal
54.00,24.40,29.00,0.00,normal
55.00,24.40,29.00,0.00,normal
55.00,24.40,28.99,-0.02,normal
55.00,24.40,29.00,0.02,normal
55.00,24.40,29.00,0.00,normal
55.00,24.40,28.99,-0.02,normal
56.00,24.40,29.00,0.02,normal
56.00,24.40,29.00,0.00,normal
56.00,24.40,29.00,0.00,normal
56.00,24.40,29.00,0.00,normal
55.00,24.40,29.00,0.00,normal
55.00,24.40,29.00,0.00,normal
55.00,24.40,29.00,0.00,normal
55.00,24.40,29.00,0.00,normal
56.00,24.40,29.00,0.00,normal
56.00,24.40,29.00,0.00,normal
56.00,24.40,29.55,0.54,normal
55.00,24.40,29.29,-0.25,normal
55.00,24.40,29.00,-0.29,normal
54.00,24.40,29.82,0.82,normal
54.00,24.40,30.07,0.25,normal
54.00,24.40,30.33,0.25,normal
54.00,24.40,30.58,0.26,normal
54.00,24.40,31.09,0.51,normal
54.00,24.40,31.62,0.53,normal
53.00,24.40,33.17,1.55,normal
53.00,24.40,32.15,-1.02,normal
52.00,24.40,32.15,0.00,normal
52.00,24.40,31.62,-0.53,normal
52.00,24.50,31.62,0.00,normal
51.00,24.50,32.40,0.78,normal
52.00,24.50,32.91,0.51,normal
52.00,24.50,32.67,-0.24,normal
51.00,24.50,33.69,1.02,normal
51.00,24.50,33.18,-0.51,normal
50.00,24.50,31.87,-1.31,normal
50.00,24.50,32.40,0.53,normal
50.00,24.50,31.89,-0.51,normal
51.00,24.50,32.40,0.51,normal
52.00,24.50,32.40,0.00,normal
52.00,24.60,32.40,0.00,normal
53.00,24.60,32.40,0.00,normal
54.00,24.60,32.40,0.00,normal
54.00,24.60,32.40,0.00,normal
54.00,24.60,32.40,0.00,normal
54.00,24.60,32.40,0.00,normal
54.00,24.60,32.40,0.00,normal
54.00,24.60,32.38,-0.02,normal
54.00,24.60,32.40,0.02,normal
54.00,24.60,32.40,0.00,normal
54.00,24.60,32.40,0.00,normal
54.00,24.60,32.40,0.00,normal
54.00,24.60,32.40,0.00,normal
54.00,24.60,32.40,0.00,normal
53.00,24.60,32.40,0.00,normal
52.00,24.60,32.40,0.00,normal
52.00,24.60,32.42,0.02,normal
52.00,24.60,32.40,-0.02,normal
52.00,24.50,32.40,0.00,normal
52.00,24.50,32.40,0.00,normal
51.00,24.50,32.40,0.00,normal
51.00,24.50,32.40,0.00,normal
51.00,24.50,32.40,0.00,normal
51.00,24.50,32.40,0.00,normal
51.00,24.50,32.40,0.00,normal
51.00,24.50,32.40,0.00,normal
51.00,24.50,32.40,0.00,normal
51.00,24.50,32.40,0.00,normal
52.00,24.50,32.40,0.00,normal
51.00,24.50,32.40,0.00,normal
51.00,24.50,32.40,0.00,normal
51.00,24.50,32.40,0.00,normal
52.00,24.50,32.38,-0.02,normal
53.00,24.50,32.40,0.02,normal
53.00,24.50,32.40,0.00,normal
53.00,24.40,32.40,0.00,normal
53.00,24.40,32.40,0.00,normal
53.00,24.40,32.40,0.00,normal
53.00,24.40,32.40,0.00,normal
53.00,24.40,32.38,-0.02,normal
52.00,24.40,32.40,0.02,normal
52.00,24.40,32.40,0.00,normal
52.00,24.40,32.40,0.00,normal
51.00,24.40,32.40,0.00,normal
51.00,24.40,32.42,0.02,normal
51.00,24.40,32.42,0.00,normal
51.00,24.40,32.40,-0.02,normal
51.00,24.40,32.40,0.00,normal
51.00,24.40,32.40,0.00,normal
51.00,24.40,32.40,0.00,normal
51.00,24.40,32.40,0.00,normal
52.00,24.40,32.40,0.00,normal
52.00,24.40,32.40,0.00,normal
52.00,24.30,32.40,0.00,normal
52.00,24.30,32.42,0.02,normal
53.00,24.30,32.40,-0.02,normal
53.00,24.30,32.40,0.00,normal
54.00,24.30,32.40,0.00,normal
54.00,24.30,32.40,0.00,normal
54.00,24.30,32.40,0.00,normal
54.00,24.30,32.40,0.00,normal
54.00,24.30,32.40,0.00,normal
54.00,24.30,32.40,0.00,normal
55.00,24.30,32.40,0.00,normal
55.00,24.30,32.40,0.00,normal
55.00,24.30,32.40,0.00,normal
54.00,24.30,32.40,0.00,normal
54.00,24.30,32.40,0.00,normal
54.00,24.30,32.40,0.00,normal
53.00,24.30,32.40,0.00,normal
53.00,24.30,32.40,0.00,normal
53.00,24.30,32.40,0.00,normal
53.00,24.30,32.40,0.00,normal
53.00,24.30,32.40,0.00,normal
53.00,24.30,32.40,0.00,normal
53.00,24.30,32.38,-0.02,normal
53.00,24.30,32.40,0.02,normal
53.00,24.30,32.40,0.00,normal
53.00,24.30,32.40,0.00,normal
53.00,24.30,32.40,0.00,normal
52.00,24.30,32.40,0.00,normal
53.00,24.30,32.38,-0.02,normal
53.00,24.30,32.40,0.02,normal
53.00,24.30,32.40,0.00,normal
53.00,24.30,32.40,0.00,normal
52.00,24.30,32.40,0.00,normal
52.00,24.30,32.40,0.00,normal
52.00,24.30,32.40,0.00,normal
52.00,24.30,32.42,0.02,normal
51.00,24.30,32.40,-0.02,normal
51.00,24.30,32.40,0.00,normal
51.00,24.30,32.40,0.00,normal
51.00,24.30,32.40,0.00,normal
51.00,24.30,32.40,0.00,normal
51.00,24.20,32.40,0.00,normal
51.00,24.20,32.40,0.00,normal
51.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
51.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.38,-0.02,normal
52.00,24.20,32.40,0.02,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
53.00,24.20,32.40,0.00,normal
53.00,24.20,32.40,0.00,normal
53.00,24.20,32.38,-0.02,normal
53.00,24.20,32.40,0.02,normal
53.00,24.20,32.38,-0.02,normal
53.00,24.20,32.42,0.03,normal
52.00,24.20,32.40,-0.02,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.38,-0.02,normal
52.00,24.20,32.40,0.02,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
52.00,24.20,32.40,0.00,normal
51.00,24.20,32.40,0.00,normal
51.00,24.20,32.40,0.00,normal
51.00,24.10,32.40,0.00,normal
51.00,24.10,32.38,-0.02,normal
51.00,24.10,32.40,0.02,normal
51.00,24.10,32.40,0.00,normal
51.00,24.10,32.40,0.00,normal
51.00,24.10,32.40,0.00,normal
51.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
52.00,24.10,32.38,-0.02,normal
53.00,24.10,32.40,0.02,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.38,-0.02,normal
53.00,24.10,32.42,0.03,normal
53.00,24.10,32.40,-0.02,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
52.00,24.10,32.38,-0.02,normal
52.00,24.10,32.40,0.02,normal
52.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
52.00,24.10,32.38,-0.02,normal
52.00,24.10,32.40,0.02,normal
52.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
52.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.10,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.42,0.02,normal
53.00,24.00,32.42,0.00,normal
53.00,24.00,32.40,-0.02,normal
54.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
54.00,24.00,32.40,0.00,normal
54.00,24.00,32.40,0.00,normal
54.00,24.00,32.40,0.00,normal
54.00,24.00,32.40,0.00,normal
55.00,24.00,32.40,0.00,normal
54.00,24.00,32.40,0.00,normal
55.00,24.00,32.40,0.00,normal
55.00,24.00,32.40,0.00,normal
55.00,24.00,32.38,-0.02,normal
55.00,24.00,32.40,0.02,normal
55.00,24.00,32.40,0.00,normal
55.00,24.00,32.40,0.00,normal
55.00,24.00,32.40,0.00,normal
55.00,24.00,32.40,0.00,normal
54.00,24.00,32.40,0.00,normal
54.00,24.00,32.40,0.00,normal
54.00,24.00,32.40,0.00,normal
54.00,24.00,32.40,0.00,normal
54.00,24.00,32.40,0.00,normal
54.00,24.00,32.42,0.02,normal
54.00,24.00,32.40,-0.02,normal
54.00,24.00,32.40,0.00,normal
54.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.38,-0.02,normal
53.00,24.00,32.42,0.03,normal
53.00,24.00,32.40,-0.02,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,24.00,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.38,-0.02,normal
53.00,23.90,32.40,0.02,normal
53.00,23.90,32.42,0.02,normal
53.00,23.90,32.40,-0.02,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.38,-0.02,normal
53.00,23.90,32.42,0.03,normal
53.00,23.90,32.40,-0.02,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.38,-0.02,normal
53.00,23.90,32.40,0.02,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.42,0.02,normal
53.00,23.90,32.40,-0.02,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
54.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.42,0.02,normal
53.00,23.90,32.42,0.00,normal
53.00,23.90,32.38,-0.03,normal
53.00,23.90,32.40,0.02,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.90,32.40,0.00,normal
53.00,23.80,32.42,0.02,normal
53.00,23.80,32.40,-0.02,normal
53.00,23.80,32.42,0.02,normal
53.00,23.80,32.40,-0.02,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.42,0.02,normal
53.00,23.80,32.42,0.00,normal
53.00,23.80,32.40,-0.02,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.42,0.02,normal
53.00,23.80,32.38,-0.03,normal
53.00,23.80,32.40,0.02,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
54.00,23.80,32.40,0.00,normal
54.00,23.80,32.40,0.00,normal
54.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.38,-0.02,normal
53.00,23.80,32.40,0.02,normal
53.00,23.80,32.40,0.00,normal
54.00,23.80,32.40,0.00,normal
54.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
53.00,23.80,32.40,0.00,normal
57.00,24.60,36.70,36.70,normal
55.00,24.60,39.01,2.31,normal
54.00,24.60,36.24,-2.77,normal
55.00,24.60,37.16,0.92,normal
55.00,24.60,36.48,-0.68,normal
55.00,24.60,37.16,0.68,normal
55.00,24.60,36.48,-0.68,normal
54.00,24.50,36.48,0.00,normal
55.00,24.50,37.18,0.70,normal
55.00,24.50,36.72,-0.46,normal
55.00,24.50,36.70,-0.02,normal
55.00,24.50,36.47,-0.24,normal
56.00,24.50,37.16,0.70,normal
56.00,24.50,36.47,-0.70,normal
56.00,24.50,36.72,0.26,normal
55.00,24.50,37.18,0.46,normal
56.00,24.50,36.26,-0.92,normal
56.00,24.50,36.24,-0.02,normal
57.00,24.50,36.24,0.00,normal
57.00,24.50,36.48,0.24,normal
57.00,24.50,36.02,-0.46,normal
57.00,24.50,36.24,0.22,normal
57.00,24.50,37.16,0.92,normal
56.00,24.50,36.26,-0.90,normal
56.00,24.50,36.24,-0.02,normal
56.00,24.50,36.26,0.02,normal
56.00,24.50,36.24,-0.02,normal
56.00,24.50,36.26,0.02,normal
56.00,24.50,36.26,0.00,normal
56.00,24.50,36.24,-0.02,normal
56.00,24.50,36.24,0.00,normal
57.00,24.50,36.26,0.02,normal
57.00,24.50,36.24,-0.02,normal
57.00,24.50,36.26,0.02,normal
57.00,24.50,36.24,-0.02,normal
57.00,24.50,36.24,0.00,normal
56.00,24.50,36.26,0.02,normal
56.00,24.50,36.24,-0.02,normal
56.00,24.50,36.24,0.00,normal
56.00,24.50,36.24,0.00,normal
57.00,24.50,36.24,0.00,normal
57.00,24.50,36.24,0.00,normal
57.00,24.50,36.24,0.00,normal
57.00,24.50,36.26,0.02,normal
58.00,24.50,36.24,-0.02,normal
58.00,24.50,36.24,0.00,normal
58.00,24.50,36.26,0.02,normal
59.00,24.50,36.26,0.00,normal
59.00,24.50,36.26,0.00,normal
60.00,24.50,36.24,-0.02,normal
60.00,24.50,36.24,0.00,normal
60.00,24.50,36.24,0.00,normal
60.00,24.50,36.26,0.02,normal
60.00,24.50,36.24,-0.02,normal
61.00,24.50,36.26,0.02,normal
60.00,24.50,36.26,0.00,normal
60.00,24.50,36.26,0.00,normal
60.00,24.50,36.24,-0.02,normal
59.00,24.50,36.24,0.00,normal
59.00,24.50,36.26,0.02,normal
59.00,24.50,36.26,0.00,normal
58.00,24.50,36.26,0.00,normal
58.00,24.50,36.70,0.44,normal
57.00,24.50,36.72,0.02,normal
58.00,24.50,36.72,0.00,normal
58.00,24.50,36.72,0.00,normal
58.00,24.50,36.01,-0.71,normal
59.00,24.50,36.26,0.26,normal
59.00,24.50,36.04,-0.22,normal
59.00,24.50,36.26,0.22,normal
59.00,24.50,36.72,0.46,normal
60.00,24.50,37.40,0.68,normal
60.00,24.50,37.40,0.00,normal
60.00,24.50,36.47,-0.94,normal
60.00,24.50,36.48,0.02,normal
60.00,24.50,36.24,-0.24,normal
60.00,24.50,36.02,-0.22,normal
60.00,24.50,36.02,0.00,normal
60.00,24.50,36.02,0.00,normal
60.00,24.50,36.26,0.24,normal
59.00,24.50,36.26,0.00,normal
59.00,24.50,36.26,0.00,normal
59.00,24.50,36.26,0.00,normal
60.00,24.50,35.77,-0.49,normal
60.00,24.50,34.22,-1.55,normal
60.00,24.50,33.44,-0.78,normal
60.00,24.50,34.22,0.78,normal
60.00,24.50,33.69,-0.53,normal
60.00,24.50,32.40,-1.29,normal
60.00,24.50,32.38,-0.02,normal
60.00,24.50,32.66,0.27,normal
60.00,24.50,31.87,-0.78,normal
60.00,24.50,31.36,-0.51,normal
60.00,24.50,31.35,-0.02,normal
60.00,24.50,30.33,-1.02,normal
60.00,24.50,29.80,-0.53,normal
60.00,24.50,29.80,0.00,normal
60.00,24.50,29.80,0.00,normal
60.00,24.50,29.80,0.00,normal
61.00,24.50,29.55,-0.26,normal
60.00,24.50,29.80,0.26,normal
60.00,24.50,29.27,-0.53,normal
59.00,24.50,29.80,0.53,normal
59.00,24.50,29.80,0.00,normal
59.00,24.50,29.80,0.00,normal
59.00,24.50,29.53,-0.27,normal
59.00,24.50,28.71,-0.82,normal
60.00,24.50,29.00,0.29,normal
59.00,24.50,29.00,0.00,normal
59.00,24.50,29.00,0.00,normal
60.00,24.50,29.00,0.00,normal
59.00,24.50,29.29,0.29,normal
60.00,24.50,29.00,-0.29,normal
60.00,24.50,28.14,-0.87,normal
60.00,24.50,27.56,-0.58,surut
59.00,24.50,27.85,0.29,surut
59.00,24.50,27.85,0.00,surut
59.00,24.50,27.27,-0.58,surut
59.00,24.50,27.54,0.27,surut
59.00,24.50,27.27,-0.27,surut
58.00,24.50,27.27,0.00,surut
58.00,24.50,28.14,0.87,surut
57.00,24.50,27.54,-0.59,surut
57.00,24.50,27.83,0.29,surut
58.00,24.50,27.25,-0.58,surut
58.00,24.50,26.69,-0.56,surut
59.00,24.50,26.96,0.27,surut
59.00,24.50,26.98,0.02,surut
59.00,24.50,27.27,0.29,surut
60.00,24.50,26.67,-0.59,surut
60.00,24.50,26.67,0.00,surut
60.00,24.50,26.69,0.02,surut
61.00,24.50,26.69,0.00,surut
61.00,24.50,26.98,0.29,surut
60.00,24.50,27.25,0.27,surut
61.00,24.50,26.38,-0.87,surut
61.00,24.50,25.82,-0.56,surut
61.00,24.50,25.82,0.00,surut
60.00,24.50,25.81,-0.02,surut
60.00,24.50,26.69,0.88,surut
60.00,24.50,26.67,-0.02,surut
59.00,24.50,26.11,-0.56,surut
58.00,24.50,26.38,0.27,surut
58.00,24.50,25.82,-0.56,surut
58.00,24.50,25.82,0.00,surut
58.00,24.50,26.11,0.29,surut
57.00,24.50,26.11,0.00,surut
57.00,24.50,25.53,-0.58,surut
58.00,24.50,25.53,0.00,surut
58.00,24.50,25.53,0.00,surut
58.00,24.50,25.52,-0.02,surut
59.00,24.50,25.81,0.29,surut
59.00,24.50,25.82,0.02,surut
59.00,24.50,26.09,0.27,surut
59.00,24.50,25.25,-0.85,surut
59.00,24.50,25.23,-0.02,surut
59.00,24.50,25.23,0.00,surut
59.00,24.50,25.25,0.02,surut
60.00,24.50,25.25,0.00,surut
59.00,24.50,25.52,0.27,surut
59.00,24.50,25.52,0.00,surut
59.00,24.50,25.52,0.00,surut
59.00,24.50,25.53,0.02,surut
59.00,24.50,25.81,0.27,surut
59.00,24.50,25.25,-0.56,surut
59.00,24.50,25.53,0.29,surut
58.00,24.50,25.53,0.00,surut
58.00,24.50,24.96,-0.58,surut
58.00,24.50,24.94,-0.02,surut
59.00,24.50,24.96,0.02,surut
59.00,24.50,24.07,-0.88,surut
59.00,24.50,24.09,0.02,surut
60.00,24.50,24.67,0.58,surut
60.00,24.50,23.80,-0.87,surut
60.00,24.50,23.78,-0.02,surut
60.00,24.50,23.51,-0.27,surut
60.00,24.50,24.36,0.85,surut
60.00,24.50,23.80,-0.56,surut
60.00,24.50,24.09,0.29,surut
60.00,24.50,23.51,-0.58,surut
60.00,24.50,23.78,0.27,surut
60.00,24.50,23.80,0.02,surut
60.00,24.50,24.36,0.56,surut
60.00,24.50,23.80,-0.56,surut
60.00,24.50,23.80,0.00,surut
60.00,24.50,23.80,0.00,surut
60.00,24.50,24.07,0.27,surut
60.00,24.50,23.78,-0.29,surut
60.00,24.50,23.80,0.02,surut
60.00,24.50,23.78,-0.02,surut
61.00,24.50,23.49,-0.29,surut
61.00,24.50,23.51,0.02,surut
61.00,24.50,22.92,-0.59,banjir
61.00,24.50,23.20,0.29,surut
60.00,24.50,23.22,0.02,surut
60.00,24.50,23.20,-0.02,surut
60.00,24.50,23.20,0.00,surut
60.00,24.50,22.63,-0.58,banjir
59.00,24.50,23.49,0.87,surut
59.00,24.50,23.51,0.02,surut
59.00,24.50,23.20,-0.31,surut
60.00,24.50,23.22,0.02,surut
60.00,24.50,22.64,-0.58,banjir
60.00,24.50,22.93,0.29,banjir
60.00,24.50,23.22,0.29,surut
60.00,24.50,22.35,-0.87,banjir
60.00,24.50,22.34,-0.02,banjir
59.00,24.50,22.35,0.02,banjir
59.00,24.50,21.39,-0.97,banjir
59.00,24.50,21.71,0.32,banjir
59.00,24.50,22.03,0.32,banjir
59.00,24.50,21.39,-0.65,banjir
